,created_at,text,user_id
1334,Sat Mar 14 04:44:06 +0000 2020,RT @JPEOCBRND: Today,1206709887704686593
1335,Sat Mar 14 04:44:06 +0000 2020,"RT @t_d_h_nair: Today the bankrupt govt increased the Excise duty on both Petrol and Diesel by Rs.3 each.\n https:\/\/t.co\/7yQ1ugWDSJ""",765493603787386881
1336,Sat Mar 14 04:44:06 +0000 2020,"YEYEHEHEHSHSYES!!!!!!!!!!!!""",3279086617
1337,Sat Mar 14 04:44:06 +0000 2020,"RT @DrPhyllis49: So grateful to live in a Blue State. Governor Cuomo today began drive through testing in an area of outbreak &amp; has develop\u2026""",2191642392
1338,Sat Mar 14 04:44:06 +0000 2020,"RT @ZoomTV: .@aamir_khan turns 55 today!\n\n#HappyBirthdayAamirKhan #AamirKhanBirthdayWishes #FactsAboutAamirKhan #AamirKhanFilmography\n\nhttp\u2026""",1217538463374819328
1339,Sat Mar 14 04:44:06 +0000 2020,"RT @ADAMRAYOKAY: Met a few bad bitches today\ud83d\udda4 thank you @fentybeauty !!!! https:\/\/t.co\/0MEZCfGXoB""",2187722334
1340,Sat Mar 14 04:44:06 +0000 2020,RT @ElleKay_XO: Tomorrow is not promised,2726328437
1341,Sat Mar 14 04:43:33 +0000 2020,"RT @Gigi_Elhenawy: Wowwwww #DragonStorm in Egypt https:\/\/t.co\/CpYwfNg0fA""",123631327
1342,Sat Mar 14 04:44:06 +0000 2020,"Joy filled Adventures\n\nI awoke this morning reluctantly because I knew today could go according to what I had hoped\u2026 https:\/\/t.co\/GaPMUIzhgd""",1606354790
1343,Sat Mar 14 04:44:06 +0000 2020,RT @RepKatiePorter: I did the math: a full battery of coronavirus testing costs at minimum $1,27924428
1344,Sat Mar 14 04:44:06 +0000 2020,"RT @xoxotmdxoxo: Interesting that a Chinese person would help Americans when most of y\u2019all are fucking assholes""",732692264296845312
1345,Sat Mar 14 04:44:06 +0000 2020,"RT @wanderlust1222: that \""Balik ka ANYTIME\"" \ud83d\ude2d\ud83d\ude0d\n\ncan't wait to watch your interview and @mainedcm 's stint as vj on @MYXphilippines !!! \ud83d\udc83\n\n#\u2026""",34883096
1346,Sat Mar 14 04:43:27 +0000 2020,"RT @Soylent_Lament: The simulated humans that Hollywood is using are incapable of meeting today\u2019s high standards. https:\/\/t.co\/xAWVaEvCur""",1103478274062073856
1347,Sat Mar 14 04:44:07 +0000 2020,RT @earthshakerph: JUST IN: MMDA is asking all of the malls in Metro Manila to close starting today (March 14) to April 13,924649377120976896
1348,Sat Mar 14 04:44:07 +0000 2020,"i want to sleeB again jshsjsj my sleeB today wasn't so good""",1060953221181583360
1349,Sat Mar 14 04:44:07 +0000 2020,"RT @StephTaitWrites: This is going to sound petty but I\u2019ve cried so much today and I don\u2019t even care anymore:\n\nSome of y\u2019all owe me some da\u2026""",1289835132
1350,Sat Mar 14 04:43:33 +0000 2020,"Managed to set my alarm to make coffee before loadshedding today. Small big things hey.""",846790512627650561
1351,Sat Mar 14 04:44:07 +0000 2020,RT @FuckwitdaDC: I\u2019m tired of seeing people come to Miami and not know how to act. For the record people from Miami ain\u2019t doing this,1131052466089467906
1352,Sat Mar 14 04:44:07 +0000 2020,"RT @ay_its_brian: people who were racist against asians dont deserve any of this lmao""",921900736446738432
1353,Sat Mar 14 04:44:07 +0000 2020,"RT @bchesky: We are refunding all guests who booked an Airbnb in the US and would like a refund""",134025475
1354,Sat Mar 14 04:44:07 +0000 2020,"RT @t_d_h_nair: Today the bankrupt govt increased the Excise duty on both Petrol and Diesel by Rs.3 each.\n https:\/\/t.co\/7yQ1ugWDSJ""",4857785701
1355,Sat Mar 14 04:44:07 +0000 2020,"RT @emshh_: today\u2019s mood HAHAHAH""",792657795166248960
1356,Sat Mar 14 04:44:07 +0000 2020,"\u270565\u65e5\u76ee\n\u2705today 1h\n\u2705total 131.25\n\ud83d\udcbbrails\n\n\u6628\u65e5\u306e\u5206\u3092\u66f8\u304d\u5fd8\u308c\u3066\u3044\u307e\u3057\u305f\n\u6628\u65e5\u306f\u671d\u6642\u9593\u3092\u3068\u3063\u3066\u52c9\u5f37\u3057\u3066\u307f\u307e\u3057\u305f\u304c\u666e\u6bb5\u671d\u306b\u3057\u306a\u3044\u305b\u3044\u3082\u3042\u308a\u7720\u6c17\u304c\u51c4\u304b\u3063\u305f\u3067\u3059\ud83d\ude05\n\u671d\u3084\u308b\u6642\u306f\u3082\u3046\u5c11\u3057\u65e9\u304f\u5bdd\u3066\u307f\u307e\u3059\uff01\n\n\uff03\u30d7\u30ed\u30b0\u30e9\u30df\u30f3\u30b0\n#\u99c6\u3051\u51fa\u3057\u306e\u30a8\u30f3\u30b8\u30cb\u30a2\u3068\u7e4b\u304c\u308a\u305f\u3044""",1214180012758224901
1357,Sat Mar 14 04:44:07 +0000 2020,"Call the number or text then loss your job. We need civilian leadership at the NYPD. Make annual psychological test\u2026 https:\/\/t.co\/vT1mCcM54x""",862992242
1358,Sat Mar 14 04:44:07 +0000 2020,"RT @ChrisJansing: I spent two and a half years covering the WH. MANY press conferences. Reporters\u2019 microphones were never cut off.  But  to\u2026""",1075327074
1359,Sat Mar 14 04:44:07 +0000 2020,"RT @ChrisJansing: I spent two and a half years covering the WH. MANY press conferences. Reporters\u2019 microphones were never cut off.  But  to\u2026""",81200772
1360,Sat Mar 14 04:44:07 +0000 2020,"RT @JoyAnnReid: Today we are seeing what the \""run government like a business\"" notion looks like in the real world",633234622
1361,Sat Mar 14 04:44:07 +0000 2020,"RT @Feel_the_Wrath: Got me a lil something today...\ud83d\ude0f\ud83d\ude0f https:\/\/t.co\/iFpgB2Pk0q""",2940429155
1362,Sat Mar 14 04:44:07 +0000 2020,"This is so scary.""",11072852
1363,Sat Mar 14 04:43:30 +0000 2020,"RT @mjyharris: GOSHEN and his lad make the difficult journey back down the course after today's Triumph hurdle. Looking forward to seeing t\u2026""",257474669
1364,Sat Mar 14 04:44:07 +0000 2020,"RT @tinker_barb: Lost a friend today because of my support for Trump. Their choice not mine.\n\nI have never said a hurtful or negative thing\u2026""",3159766500
1365,Sat Mar 14 04:43:38 +0000 2020,"RT @petitdesordre: The most haitian things ull see on ur TL today \ud83d\ude05 https:\/\/t.co\/aOcJpMppNM""",37483789
1366,Sat Mar 14 04:44:07 +0000 2020,"RT @veriveryloveu: Receive Yongseung's heart! You worked hard today! https:\/\/t.co\/6MrNR2WGUG""",870767206904111104
1367,Sat Mar 14 04:44:07 +0000 2020,RT @chlochIo: Today I found out the Nando\u2019s typeface was created by a black sign writer and artist,981974868236349440
1368,Sat Mar 14 04:44:07 +0000 2020,RT @TamarWrites: Major news today! #Kpop star Wonho,850287384
1369,Sat Mar 14 04:44:07 +0000 2020,RT @queenwonkyun: Monbebes,978694448350511104
1370,Sat Mar 14 04:44:07 +0000 2020,"RT @Lowcountry1Girl: America needed this today ... our President\u2019s steady leadership. \n\n\u2714\ufe0fDeclared National Emergency. \n\u2714\ufe0fPut health of Ame\u2026""",1235742982378307584
1371,Sat Mar 14 04:44:07 +0000 2020,Let our prayer and faith to God be more powerful than any problems and miseries we are facing today. No to viruses,1203629271257796609
1372,Sat Mar 14 04:44:07 +0000 2020,"RT @sjredmond: Turns out that Trump was lying today when he said that Google will unveil a website Sunday. The website is a pilot project f\u2026""",17214719
1373,Sat Mar 14 04:44:07 +0000 2020,RT @sidharth_shukla: Gender equality is a human fight not a female fight!In today's day,1208466480410443782
1374,Sat Mar 14 04:44:07 +0000 2020,"RT @777KAB1: GOT IT\ud83d\udca5\ud83e\udd23\ud83d\udc4d\n\nWhy WALMART at the Rose Garden today\u2049\ufe0f\n\n\ud83d\udca5To ANNOUNCE the MIRROR\ud83d\udca5\ud83d\udc47\u203c\ufe0f\n\n\ud83d\udca5WAL MART &lt;&gt;MART (IAL) LAW\ud83d\udca5\ud83c\udf7f\ud83c\udf7f\ud83c\udf7f\n\n(R Fren gave t\u2026""",1207540466725654528
1375,Sat Mar 14 04:44:07 +0000 2020,RT @kiaudn: the adhaan today in Kuwait was changed due to the coronavirus.\n \ninstead of \u201chayya alas-salah\u201d (come to prayer),1536421704
1376,Sat Mar 14 04:44:08 +0000 2020,"rich Bangalore kid just put a price on human life\n\nnice""",824270030397243392
1377,Sat Mar 14 04:44:08 +0000 2020,"RT @neomucolorful: have you tried the wonho freedom today? i thought the wonho freedom was really good https:\/\/t.co\/BjsBDu4lgk""",872569448888139781
1378,Sat Mar 14 04:44:08 +0000 2020,"Till today didnt regret the decision to transfer school""",4334427373
1379,Sat Mar 14 04:43:27 +0000 2020,"My wash n go was really perfect today""",715263764
1380,Sat Mar 14 04:43:29 +0000 2020,RT @BetteMidler: Today Trump said,747529797501325312
1381,Sat Mar 14 04:44:08 +0000 2020,"RT @lauvsongs: i will not let my mind fuck me up today""",805003970670252032
1382,Sat Mar 14 04:44:08 +0000 2020,Y\u2019all are failing us right now ,949870354121371648
1383,Sat Mar 14 04:44:08 +0000 2020,RT @mystekane: My fav,1010571572212633600
1384,Sat Mar 14 04:44:08 +0000 2020,RT @sincerxn: (+\ud83d\uddfd) \ud835\udd93\ud835\udd88\ud835\udd99 \ud835\udd9c\ud835\udd8a \ud835\udd86\ud835\udd91\ud835\udd91 \ud835\udd98\ud835\udd94 \ud835\udd98\ud835\udd8a\ud835\udd9d\ud835\udd9e\n\nhey bro ,1184749895397175298
1385,Sat Mar 14 04:44:08 +0000 2020,RT @JasonIsbell: If I\u2019m driving when I hear @JohnPrineMusic sing this song,979475267067564032
1386,Sat Mar 14 04:44:08 +0000 2020,RT @kiaudn: the adhaan today in Kuwait was changed due to the coronavirus.\n \ninstead of \u201chayya alas-salah\u201d (come to prayer),2571507392
1387,Sat Mar 14 04:44:08 +0000 2020,RT @AnthemRespect: @Lrihendry To our President @realDonaldTrump,2954428972
1388,Sat Mar 14 04:44:08 +0000 2020,"RT @xoxotmdxoxo: Interesting that a Chinese person would help Americans when most of y\u2019all are fucking assholes""",953941362939805696
1389,Sat Mar 14 04:44:08 +0000 2020,"Gor Mahia becomes the second team after KCB FC to pull out of the #FKFBetwayCup slated for today against Posta Rang\u2026 https:\/\/t.co\/iONww4gGih""",1235636055061262340
1390,Sat Mar 14 04:43:33 +0000 2020,"RT @RamenhaeMXMB: \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d I'M LAUGHING AT THESE CLOWNS RIGHT NOW \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\nLet me add more pain in your ass with today's hashtag: #WonhoIsCleared\nKar\u2026""",624784732
1391,Sat Mar 14 04:44:08 +0000 2020,RT @CaliTrumpLady: @Matthew_4_Trump This tweet is so encouraging and I appreciate it. Admittedly,1157344130894376962
1392,Sat Mar 14 04:44:08 +0000 2020,"RT @kjh_philippines: [REWIN:D] 190314\nIt's White Day today! \ud83c\udf6b\ud83c\udf6d Time to bring back some photos of Jaehwan with WIN:Ds from the special White\u2026""",997885377355563008
1393,Sat Mar 14 04:44:08 +0000 2020,$HTBI's 10-day Moving Average broke below its 50-day Moving Average on February 26,374729426
1394,Sat Mar 14 04:44:08 +0000 2020,RT @kiaudn: the adhaan today in Kuwait was changed due to the coronavirus.\n \ninstead of \u201chayya alas-salah\u201d (come to prayer),1003294860927950848
1395,Sat Mar 14 04:44:08 +0000 2020,"RT @JoyAnnReid: \""I don't take responsibility at all.\"" That's the headline from today's Trump statement and press conference.""",803030659950223360
1396,Sat Mar 14 04:44:08 +0000 2020,RT @1tzy_: 7 years ago,833998299350790146
1397,Sat Mar 14 04:44:08 +0000 2020,"RT @ajeetbharti: \u0907\u0938 \u0935\u093f\u0921\u093f\u092f\u094b \u092e\u0947\u0902 \u092a\u0924\u094d\u0925\u0930 \u0915\u094b \u0935\u0949\u0932\u0947\u091f \u092c\u0928\u093e\u0928\u0947 \u0915\u0940 \u0905\u0930\u092c\u0940 \u0915\u0932\u093e \u0915\u093e \u091c\u093f\u0915\u094d\u0930 \u0924\u094b \u0939\u0948 \u0939\u0940 \u0928\u0939\u0940\u0902! \u0935\u094b \u0924\u094b \u0915\u094d\u0930\u093e\u0909\u0928\u093f\u0902\u0917 \u0917\u094d\u0932\u094b\u0930\u0940 \u0925\u093e \u0907\u0938 \u0938\u093e\u0932 \u0915\u0940 \u0936\u0941\u0930\u0941\u0906\u0924 \u0915\u093e\u0964 \u0910\u0938\u0947\u2026""",1093871661550432256
1398,Sat Mar 14 04:44:08 +0000 2020,RT @RepKatiePorter: I did the math: a full battery of coronavirus testing costs at minimum $1,375573572
1399,Sat Mar 14 04:43:46 +0000 2020,RT @ezralevant: Trudeau refuses to cancel direct flights from China. Today planes landed from Shanghai,1231047312534839296
1400,Sat Mar 14 04:43:44 +0000 2020,"i kno i got dumped 3 years ago today because i have a snap memory where i was documenting my minoxidil progress and my eyes look so dead""",2985031577
1401,Sat Mar 14 04:44:08 +0000 2020,Okay. So ngayon,815524921270882304
1402,Sat Mar 14 04:44:08 +0000 2020,"There may have been an in utero transmission of this virus today. That is truly insane""",935546273419100161
1403,Sat Mar 14 04:43:44 +0000 2020,"@cristela9 I got tons today but one from Macy\u2019s and ADT? That got my attention.""",14817607
1404,Sat Mar 14 04:44:08 +0000 2020,"@ABC How many people touched the microphone at the press conference today? Almost every one of them seemed to touch\u2026 https:\/\/t.co\/cNI21uoOsn""",886344368914878469
1405,Sat Mar 14 04:44:08 +0000 2020,RT @BlinkVotingCrew: [\ud83d\udea8] D-8 MASS VOTING \n\nBLINKs,250015143
1406,Sat Mar 14 04:44:08 +0000 2020,Even the pups got money huh ? If I get another pup,731896174920273925
1407,Sat Mar 14 04:44:08 +0000 2020,"And I'm not saying other issues aren't extremely serious but this issue is pressing today and we can't get to the o\u2026 https:\/\/t.co\/nGTQAiyp6t""",820053582418419712
1408,Sat Mar 14 04:44:08 +0000 2020,"RT @Kaviliya14: Baby you rocking everywhere #Kavin #Lift""",959269530655600640
1409,Sat Mar 14 04:44:08 +0000 2020,"RT @xoxotmdxoxo: Interesting that a Chinese person would help Americans when most of y\u2019all are fucking assholes""",2755573132
1410,Sat Mar 14 04:44:08 +0000 2020,"RT @Saneeero: Girls shoot their shot by looking down at the floor when u walk by and telling their friends they saw a cute guy today""",1210152744
1411,Sat Mar 14 04:44:08 +0000 2020,"RT @IngrahamAngle: So Canada has already sold its soul to China? Wow. https:\/\/t.co\/45eHd7ggPY""",845803040
1412,Sat Mar 14 04:44:09 +0000 2020,RT @KurtSchlichter: Yes,2476178880
1413,Sat Mar 14 04:44:09 +0000 2020,RT @kiaudn: the adhaan today in Kuwait was changed due to the coronavirus.\n \ninstead of \u201chayya alas-salah\u201d (come to prayer),2288238870
1414,Sat Mar 14 04:44:09 +0000 2020,"my mom called me a boracha today \ud83d\ude1e not yet mom \ud83e\udd23""",2796731709
1415,Sat Mar 14 04:44:09 +0000 2020,RT @kiaudn: the adhaan today in Kuwait was changed due to the coronavirus.\n \ninstead of \u201chayya alas-salah\u201d (come to prayer),75532979
1416,Sat Mar 14 04:44:09 +0000 2020,RT @chlochIo: Today I found out the Nando\u2019s typeface was created by a black sign writer and artist,250695314
1417,Sat Mar 14 04:44:09 +0000 2020,"RT @TamaraLChambers: Chicago. Things are nuts. People are panicking. Today the only canned goods I saw in my grocery store were boiled pean\u2026""",890052347812032512
1418,Sat Mar 14 04:44:09 +0000 2020,"RT @rsultzba: Shows real presidential qualities right. Meet me out side. So will shots ring out or will Jo just duke it out and sue for eld\u2026""",1196616648095961089
1419,Sat Mar 14 04:44:09 +0000 2020,RT @shownu_mx: At this stage,1078887137062383616
1420,Sat Mar 14 04:44:09 +0000 2020,"Tbh good on them. \ud83d\udc4f\ud83c\udffe\ud83d\udc4f\ud83c\udffe""",1186454771730960384
1421,Sat Mar 14 04:44:09 +0000 2020,RT @bebe_monstre: \u300c\u304a\u795d\u3044\u4e2d\u3060\u3051\u3069\u3082\u30a2\u30f3\u30c1\u304c\u308f\u304d\u59cb\u3081\u3066\u3044\u307e\u3059\u3002\u3082\u3057\u898b\u304b\u3051\u3066\u3082\u7121\u8996\u3057\u3066\u5831\u544a\u3057\u3066\u30d6\u30ed\u30c3\u30af\u3067\u3059\u3002\u4eca\u65e5\u306f\u5e78\u305b\u306a\u65e5\u306a\u306e\u3067\u3001\u30a2\u30f3\u30c1\u306b\u6ce8\u610f\u3092\u5411\u3051\u308b\u306e\u306f\u3084\u3081\u307e\u3057\u3087\u3046\u3002\u5420\u3048\u3055\u305b\u3066\u304a\u304d\u307e\u3057\u3087\u3046\u3002\u5831\u544a\u3001\u30d6\u30ed\u30c3\u30af\u3001\u7121\u8996\u3001\u3067\u3059\uff01\u300d\u6fc0\u3057\u304f\u8cdb\u540c\u3002Hear,821196446372229121
1422,Sat Mar 14 04:44:09 +0000 2020,RT @_Aadishaktii: Our Ancestors have established benchmarks,1220351070460727296
1423,Sat Mar 14 04:44:09 +0000 2020,"So I went grocery shopping today w\/ my list &amp; all and did not know what to get... like everything was gone or was p\u2026 https:\/\/t.co\/LOX4BCuRiq""",357296168
1424,Sat Mar 14 04:44:09 +0000 2020,@jaywhyelle I carry Clorox wipes with me everywhere. Went to McDonald's today,21805527
1425,Sat Mar 14 04:44:09 +0000 2020,"I was really out there today. Double cheeked up. With no face on \ud83d\ude13""",491624448
1426,Sat Mar 14 04:44:09 +0000 2020,"RT @jenniferm_q: So wait they were a threat to airline security yesterday but not today? \n\nLike maybe the whole justification for the liqui\u2026""",793644775148748800
1427,Sat Mar 14 04:44:09 +0000 2020,"RT @DebKilroy: We were on the same plane as Peter Dutton so we had to be tested for #COVID19Aus today when we arrived back in the country &amp;\u2026""",16431681
1428,Sat Mar 14 04:44:09 +0000 2020,"My apartment felt serene today. https:\/\/t.co\/RcDaAgMzGk""",3260509848
1429,Sat Mar 14 04:44:09 +0000 2020,"My nigga @Masuelthegreat sent me this \ud83d\ude02 1 year ago today Lmao real fat boy shit \ud83c\udfdd https:\/\/t.co\/cyeqbpzHdJ""",2958266076
1430,Sat Mar 14 04:44:09 +0000 2020,"RT @BTSNoon32595132: I g0t my BTS album delivered today!!!\ud83e\udd27\ud83e\udd70\ud83e\udd70\n\nBTS ARE LEGENDS \n\n#BoyWithLuv #BestMusicVideo #iHeartAwards @BTS_twt https:\/\u2026""",1216202587625537537
1431,Sat Mar 14 04:44:09 +0000 2020,"RT @plalor: BREAKING. NZ just cancelled ODI series. Going home today. No game tomorrow in Sydney or Hobart after that. https:\/\/t.co\/t8GnRD4\u2026""",2779808227
1432,Sat Mar 14 04:44:09 +0000 2020,RT @JanSilverio: Met some of you guys today,944184731985264640
1433,Sat Mar 14 04:44:09 +0000 2020,"Tell the boiis you love them""",1136631675452919809
1434,Sat Mar 14 04:44:09 +0000 2020,"RT @KollywoodCinima: #Lift Article in Leading News Papers Today. \n\n#LiftFirstLook | #Kavin02\nPic @DeccanChronicle @XpressCinema\n\n@kavin_m_0\u2026""",1160956035567198211
1435,Sat Mar 14 04:44:09 +0000 2020,"\ud83e\udd2e\ud83e\udd2e\ud83e\udd2e\ud83e\udd2e""",1231086397165101056
1436,Sat Mar 14 04:44:09 +0000 2020,"RT @liquidlaugh: The Hunt\nOpened today to Empty Theaters\n\nKARMA?""",1100253606572380160
1437,Sat Mar 14 04:44:09 +0000 2020,"RT @onlinehunney: I should\u2019ve gotten a new tattoo today \ud83d\ude10""",518085027
1438,Sat Mar 14 04:44:09 +0000 2020,"RT @shehnaazshineFC: Upcoming new Song with #NishanBhuller half shoting done yesterday from 1pm to 9:30PM\n\nSecond schedule of shooting star\u2026""",1216369309666045952
1439,Sat Mar 14 04:43:39 +0000 2020,RT @flawlindss_: I found out today that my dog,1068634482
1440,Sat Mar 14 04:43:41 +0000 2020,RT @ElleKay_XO: Tomorrow is not promised,823845074
1441,Sat Mar 14 04:44:09 +0000 2020,"@GlobalBC @BC1 @CDCofBC @Fraserhealth @PHSAofBC What does it mean when you have been tested and you don't get a cal\u2026 https:\/\/t.co\/CtKwgs3i3a""",804187086706200576
1442,Sat Mar 14 04:44:10 +0000 2020,"RT @nyeongbeom_: So Never Ever turned 3 today and Look turned 2 yesterday.. the two songs that gave us the most iconic Jingyeom bridges (an\u2026""",1047320812468953088
1443,Sat Mar 14 04:44:10 +0000 2020,RT @ElleKay_XO: Tomorrow is not promised,1025562781079293958
1444,Sat Mar 14 04:44:10 +0000 2020,RT @kaeofficial: kahapon may optional work from home advise ang firm,154328963
1445,Sat Mar 14 04:44:10 +0000 2020,"RT @Kumar_Ke5hav: I wish there were 1000 #MohallaClinics in Delhi today as promised by @AamAadmiParty . Would have been a big boost in figh\u2026""",797333334
1446,Sat Mar 14 04:44:10 +0000 2020,"RT @xoxotmdxoxo: Interesting that a Chinese person would help Americans when most of y\u2019all are fucking assholes""",2760516160
1447,Sat Mar 14 04:44:10 +0000 2020,RT @SteveSchmidtSES: WORTH REPEATING INDEED.  IN 2018,2333513898
1448,Sat Mar 14 04:44:10 +0000 2020,RT @SpeakerPelosi: Today,824842801003143168
1449,Sat Mar 14 04:44:10 +0000 2020,RT @ElleKay_XO: Tomorrow is not promised,225413156
1450,Sat Mar 14 04:44:10 +0000 2020,RT @jorge_aguilarDC: As she always says,21130829
1451,Sat Mar 14 04:44:10 +0000 2020,RT @Astronomikal1: You need to be single,2391376020
1452,Sat Mar 14 04:44:10 +0000 2020,"RT @exeszholliss: ya boys rogue energy came today can't wait to try some""",1059790370199031808
1453,Sat Mar 14 04:44:10 +0000 2020,"RT @ObiWookGlass: 2 years ago I made what I thought was the biggest mistake of my life to move across the country to Colorado to continue b\u2026""",4837572601
1454,Sat Mar 14 04:44:10 +0000 2020,RT @DebraDuardo: Today I announced my recommendation that all schools in the county close effective March 16-27,1128110012918710272
1455,Sat Mar 14 04:44:10 +0000 2020,"RT @1nteinstrgshity: MONBEBES ALL AROUND THE WORLD TODAY:  \n\n#WONHOISFREE \n#WonhoIsAlmostHome \n#OneStepCloserToWonho https:\/\/t.co\/CUEaH4U0b4""",48596719
1456,Sat Mar 14 04:44:10 +0000 2020,"I said this shi today ..""",2949234007
1457,Sat Mar 14 04:44:10 +0000 2020,"RT @iLeads: Multi Sourced Public Record Property Data\n150+ Million Homes at Your Fingertips...\n#Shhhh. The #secret is #data.\nWe'll show you\u2026""",1238623273715290113
1458,Sat Mar 14 04:44:10 +0000 2020,"RT @QasimRashid: 14 days ago 45 called #COVID\u30fc19 a democratic hoax &amp; bragged how great a job he\u2019d done b\/c only 15 people were sick\n\nToday\u2026""",1001541660
1459,Sat Mar 14 04:44:10 +0000 2020,"RT @TheKhbri_: #AsmSquad\n\nAccording To my poll 75% #Asim Fans Are ready for Today's Mini trend. Be Ready Save only 250-300 Drafts !\n\nTaglin\u2026""",1099320032725778437
1460,Sat Mar 14 04:44:10 +0000 2020,RT @brithume: Trump\u2019s presentation today was at times fumbling,17696108
1461,Sat Mar 14 04:44:10 +0000 2020,RT @Dogen: In Japan,809249947014963201
1462,Sat Mar 14 04:44:10 +0000 2020,"Today my guests called me auntie Chelsea to their youngest kid and said say hi to auntie Chelsea. I\u2019m keeping this job five ever""",76245881
1463,Sat Mar 14 04:44:10 +0000 2020,RT @waenaglariel: \u0e41\u0e25\u0e30\u0e25\u0e48\u0e32\u0e2a\u0e38\u0e14\u0e04\u0e48\u0e30 US \u0e08\u0e30\u0e1c\u0e48\u0e32\u0e19\u0e01\u0e0e\u0e2b\u0e21\u0e32\u0e22\u0e09\u0e38\u0e01\u0e40\u0e09\u0e34\u0e19\u0e40\u0e1e\u0e37\u0e48\u0e2d\u0e23\u0e31\u0e1a\u0e21\u0e37\u0e2d #COVID19 \u0e41\u0e25\u0e49\u0e27 \u0e14\u0e49\u0e27\u0e22\u0e07\u0e1a 8,266547878
1464,Sat Mar 14 04:44:10 +0000 2020,RT @RRalstonAgile: @Amy_Siskind A week from today we will know if we did enough,1008775153461972999
1465,Sat Mar 14 04:44:10 +0000 2020,RT @kiaudn: the adhaan today in Kuwait was changed due to the coronavirus.\n \ninstead of \u201chayya alas-salah\u201d (come to prayer),128739677
1466,Sat Mar 14 04:44:10 +0000 2020,"TODAY'S WORD | Barcarole (definition).\n\nFrom The Old Farmer's Almanac.\n\n https:\/\/t.co\/i3p8g9ez8l""",792795738
1467,Sat Mar 14 04:44:10 +0000 2020,"Selling my 25 pics for $20 today only hmu!! \ud83d\udc96\n\n#buyingnudes #sellingnudes #paypig #sugarbaby #sugardaddy #paytoplay\u2026 https:\/\/t.co\/HXd7wdbpIN""",1118305439610023936
1468,Sat Mar 14 04:44:10 +0000 2020,"RT @JoyAnnReid: \""I don't take responsibility at all.\"" That's the headline from today's Trump statement and press conference.""",48668822
1469,Sat Mar 14 04:44:10 +0000 2020,"RT @xoxotmdxoxo: Interesting that a Chinese person would help Americans when most of y\u2019all are fucking assholes""",355075165
1470,Sat Mar 14 04:44:11 +0000 2020,"RT @jimmy_dore: The 2016 primary elections was 100% rigged &amp; yet democrats still voted for Hillary anyway without ever holding the DNC acco\u2026""",190165215
1471,Sat Mar 14 04:44:11 +0000 2020,RT @Piki_pictures: [#\uac9c\ucc98\ub3cc]\n\ud654\uc774\ud2b8\ub370\uc774\uc5d0 \uc120\ubb3c\ucc98\ub7fc \ucc3e\uc544\uc640 \uc6b0\ub2f9\ud0d5\ud0d5 \ub09c\uc7a5\ud310 \uccb4\ud5d8\ud558\uace0 \uac04 CIX!\n\uc7a0\uc2dc \ud6c4 \ubc24 10\uc2dc,3279086617
1472,Sat Mar 14 04:43:40 +0000 2020,RT @HALcruises: Today it was announced that Transport Canada has suspended the cruise season across Canada until July 1,2492198964
1473,Sat Mar 14 04:44:11 +0000 2020,"teehee if i get a soobie selca today then what \ud83e\udd7a\ud83e\udd7a""",1210955725062590465
1474,Sat Mar 14 04:44:11 +0000 2020,RT @chlochIo: Today I found out the Nando\u2019s typeface was created by a black sign writer and artist,296703945
1475,Sat Mar 14 04:44:11 +0000 2020,"RT @BT21_: Those looks. I\u2019m in love!\n\nBT21 Eyewear &amp; Light-up Phone cases\n\nGlasses definitely bring out a new look. \u2728\nWhile even old phones\u2026""",1238655613829296133
1476,Sat Mar 14 04:44:11 +0000 2020,RT @kiaudn: the adhaan today in Kuwait was changed due to the coronavirus.\n \ninstead of \u201chayya alas-salah\u201d (come to prayer),59462557
1477,Sat Mar 14 04:44:11 +0000 2020,"RT @MukundaneAble: Happening today \ud83d\udd25\ud83d\udd25\ud83d\udd25\n#KampusSilentDisco https:\/\/t.co\/Bez5UX9aUA""",1174914683003817984
1478,Sat Mar 14 04:44:11 +0000 2020,"RT @ProdigyDDK: might fuck around and do a drunk stream with cam today\n\nMby!""",1038401363439505408
1479,Sat Mar 14 04:44:11 +0000 2020,RT @gordonsmart: Whatever else is happening and whatever you are doing,60172098
1480,Sat Mar 14 04:44:11 +0000 2020,"RT @hmc_mrs: @DrMartyFox Unfortunately the Murdoch sons don't get it - their viewing base is leaving and the liberal base they want to attr\u2026""",2901060972
1481,Sat Mar 14 04:43:34 +0000 2020,"Today we remember @NYPD6Pct Auxiliary Police Officers Eugene Marshalik and Nicholas Pekearo who were killed in the\u2026 https:\/\/t.co\/txpPsL0llq""",3611455888
1482,Sat Mar 14 04:44:11 +0000 2020,"RT @whizkid7: Is today March 13 National Pi Day since the mathematical constant pi that starts with 3.14 and many chains are selling #pizza\u2026""",557406752
